id,type,heading,totalCount,numSubCategories,subHeading,numOfDuas,arabic,roman,translation,refText,refType,refChapter,headingRoman
13,"Protection, Daily, Travel",Invocation seeking help from Allah,1,0,Invocation seeking help from Allah,1,اَللّٰھُمَّ اِنِّیْٓ اَسْتَخِیْرُکَ بِعِلْمِکَ وَاَسْتَقْدِرُکَ بِقُدْرَتِکَ وَاَسْئَلُکَ مِنْ فَضْلِکَ الْعَظِیْمِ فَاِنَّکَ تَقْدِرُ وَلَآ اَقْدِرُ وَتَعْلَمُ وَلَآ اَعْلَمُ وَاَنْتَ عَلَّامُ الْغُیُوْبِ، اَللّٰھُمَّ اِنْ کُنْتَ تَعْلَمُ اَنَّ ھٰذَا الْاَمْرَ خَیْرٌ لِّیْ فِیْ دِیْنِیْ وَمَعَاشِیْ وَعَاقِبَۃِ اَمْرِیْ فَاقْدُرْہُ لِیْ وَیَسِّرْہُ لِیْ ثُمَّ بَارِکْ لِیْ فِیْہِ وَاِنْ کُنْتَ تَعْلَمُ اَنَّ ھٰذَا الْاَمْرَ شَرٌّ لِّیْ فِیْ دِیْنِیْ وَمَعَاشِیْ وَعَاقِبَۃِ اَمْرِیْ فَاصْرِفْہُ عَنِّیْ وَاصْرِفْنِیْ عَنْہُ وَاقْدُرْ لِیَ الْخَیْرَ حَیْثُ کَانَ ثُمَّ اَرْضِنِیْ بِہٖ,"""اے اللہ! میں تیرے علم سے تیری مدد طلب کرتا ہوں، اور تیرے اختیار سے قدرت مانگتا ہوں، اور تیرے عظیم فضل کا سوال کرتا ہوں، کیونکہ تُو قدرت رکھتا ہے اور میں نہیں رکھتا، اور تُو جانتا ہے اور میں نہیں جانتا، اور تُو غیب کے تمام معاملات کا جاننے والا ہے۔ اے اللہ! اگر تجھے علم ہو کہ یہ بات میرے دین، روزگار، اور آخرت کے لئے بہتر ہے تو اسے میرے لئے مقدر کر، اور اسے میرے لئے آسان بنا، پھر اس میں میرے لئے برکت ڈال۔ اور اگر تجھے علم ہو کہ یہ بات میرے دین، روزگار، اور آخرت کے لئے نقصان دہ ہے تو اسے مجھ سے دور کر، اور مجھے اس سے دور کر، اور میرے لئے جہاں بھی بہتر ہو وہ مقدر کر، پھر اس کے بارے میں مجھے راضی کر۔""","O Allah, I seek the counsel of Your Knowledge, and I seek the help of Your Omnipotence, and I beseech You for Your Magnificent Grace. Surely, You are Capable and I am not. You know and I know not, and You are the Knower of the unseen. O Allah, if You know that this matter [then mention the thing to be decided] ","This is the Dua of Istikhara, a supplication taught by the Prophet Muhammad ﷺ for seeking guidance from Allah in making decisions. It is found in Sahih al-Bukhari, Hadith No. 1166 in the Book of Prayer (Kitab al-Tahajjud), Chapter on Istikhara Prayer.",Hadith,Al-Bukhari 7/162. and Aal-'Imran 3:159.,اللہ سے مدد مانگنے کی دعا
14,Prayer,Supplications of prostration after recitation,2,0,Supplications of prostration after recitation,2,سَجَدَ وَجْھِیَ لِلَّذِیْ خَلَقَہٗ وَشَقَّ سَمْعَہٗ وَبَصَرَہٗ بِحَوْلِہٖ وَقُوَّتِہٖ فَتَبٰرَکَ اللّٰہُ اَحْسَنُ الْخَالِقِیْنَ,"""میں نے اپنا چہرہ اُس ذات کے سامنے سجدہ کیا جس نے مجھے پیدا کیا اور میری سماعت اور بصارت کو بنایا، اپنی طاقت اور قوت سے، پس اللہ تعالیٰ بہت برکت والا ہے، سب سے بہترین تخلیق کرنے والا۔""","He prostrated his face before Him who created him, and he divided his hearing and sight with his might and strength, so God, the best of creators, blesses you.",Sahih Muslim ,Hadith,(Hadith 771),سجدہ تلاوت کے بعد کی دعائیں
14,Prayer,Supplications of prostration after recitation,2,0,Supplications of prostration after recitation,2,اَللّٰھُمَّ اَکْتُبْ لِیْ بِھَا عِنْدَکَ اَجْرًا وَّضَعْ عَنِّیْ بِھَا وِزْرًا وَّاجْعَلْھَا لِیْ عِنْدَکَ ذُخْرًا وَّتَقَبَّلْھَا مِنِّیْ کَمَا تَقَبَّلْتَھَا مِنْ عَبْدِکَ دَاوٗدَ,"""اے اللہ، میرے لیے اس عمل کو تیرے ہاں ثواب کا سبب بنادے، اور اس سے میرے گناہوں کو کم کر دے، اور اسے میرے لیے ذخیرہ بنادے، اور مجھ سے اسے اس طرح قبول کر جیسے تو نے اپنے بندے داؤد علیہ السلام سے اسے قبول کیا تھا۔""","O God, write for me a reward for it with You, place a burden on me for it, and make it a reserve for me with You, and accept it from me. Just as You accepted it from Your servant David.",Surah Sad ,Quran, (38:24):,سجدہ تلاوت کے بعد کی دعائیں
15,"Morning, Evening",Supplications and prayers of Morning and Evening,5,0,Supplications and prayers of Morning and Evening,5,حَسْبِیَ اللّٰہُ لَآ اِلٰہَ اِلَّا ھُوَ عَلَیْہِ تَوَکَّلْتُ وَھُوَ رَبُّ الْعَرْشِ الْعَظِیْمِ,"""میرے لیے اللہ ہی کافی ہے، اس کے سوا کوئی معبود نہیں، میں نے اسی پر بھروسہ کیا اور وہ عظیم عرش کا مالک ہے۔""","Allah is sufficient for me . There is none worthy of worship but Him . I have placed my trust in Him, He is Lord of the Majestic Throne . (Recite seven times in Arabic .)","Allah will grant whoever recites this seven times in the morning or evening whatever he desires from this world or the next, Ibn As-Sunni  Both reports are attributed directly to the Prophet  The chain of transmission is sound (Sahih). Ibn As-Sunni.",Hadith,"Ibn As-Sunni (no. 71), Abu Dawud 4/321. Both ",صبح و شام کی دعائیں
15,"Morning, Evening",Supplications and prayers of Morning and Evening,5,0,Supplications and prayers of Morning and Evening,5,بِسْمِ اللّٰہِ الَّذِیْ لَا یَضُرُّ مَعَ اسْمِہٖ شَیْئٌ فِی الْاَرْضِ وَلَا فِی السَّمَآئِ وَھُوَ السَّمِیْعُ الْعَلِیْمُ,"""اللہ کے نام کے ساتھ جس کے نام کے ساتھ زمین و آسمان میں کوئی چیز ضرر نہیں پہنچا سکتی، اور وہ سننے والا، جاننے والا ہے۔""","In the Name of Allah, Who with His Name nothing can cause harm in the earth nor in the heavens, and He is the All-Hearing, the All-Knowing. (Recite three times in Arabic).","Whoever recites it three times in the morning will not be afflicted by any calamity before evening, and whoever recites it three times in the evening will not be overtaken by any calamity before morning."""" Abu Dawud 4/323, At-Tirmithi 5/465, Ibn Majah 2/332, Ahmad. Ibn Majah's chain of transmission is good (Hasan), Ibn Baz, p. 39.",Hadith," Abu Dawud 4/323, At-Tirmithi 5/465, Ibn Majah 2/332, ",صبح و شام کی دعائیں
15,"Morning, Evening",Supplications and prayers of Morning and Evening,5,0,Supplications and prayers of Morning and Evening,5,اَعُوْذُ بِکَلِمَاتِ للّٰہِ التَّآمَّاتِ مِنْ شَرِّ مَا خَلَقَ,"""میں اللہ کی مکمل اور کامل کلمات سے پناہ مانگتا ہوں، ان تمام چیزوں کے شر سے جو اُس نے پیدا کی ہیں۔""",I seek refuge in the Perfect Words of Allah from the evil of what He has created. (Recite three times in Arabic in the evening .),"Whoever recites this three times in the evening will be protected from insect stings, Ahmad  An-Nasa'i, 'Amalul-Yawm wal-Laylah At-Tirmithi  Ibn As-Sunni no. 68. According to Al-Albani, Ibn Majah's  chain of transmission is sound (Sahih), and following Ibn Baz -Tirmithi's report is good (Hasan).",Hadith,"Ibn Majah's (2/266) chain of transmission is sound (Sahih), and following Ibn Baz 45, At-Tirmithi's report is good (Hasan).",صبح و شام کی دعائیں
15,"Morning, Evening",Supplications and prayers of Morning and Evening,5,0,Supplications and prayers of Morning and Evening,5,رَضِیْتُ بِاللّٰہِ رَبًّا وَّبِالْاِسْلَامِ دِیْنًا وَّبِمُحَمَّدٍ نَبِیًّا,"""میں اللہ کو رب، اسلام کو دین، اور محمد صلی اللہ علیہ وسلم کو نبی کے طور پر راضی ہوں۔""","I am pleased with Allah as my Lord, with Islam as my religion and with Muhammad (peace and blessings of Allah be upon him) as my Prophet. (Recite three times in Arabic .)","I am pleased with Allah as my Lord, with Islam as my religion and with Muhammad (peace and blessings of Allah be upon him) as my Prophet. (Recite three times in Arabic .)",Hadith,"Ahmad 4/ 337, An-Nasa'i, 'Amalul-Yawm wal-Laylah p. 4, Ibn As-Sunni (no. 68), At-Tirmithi 5/465. Its chain of transmission is good (Hasan), Ibn Baz, p. 39.",صبح و شام کی دعائیں
15,"Morning, Evening",Supplications and prayers of Morning and Evening,5,0,Supplications and prayers of Morning and Evening,5,سُبْحَانَ اللّٰہِ وَبِحَمْدِہٖ عَدَدَ خَلْقِہٖ وَرِضَا نَفْسِہٖ، وَزِنَۃَ عَرْشِہٖ وَمِدَادَ کَلِمَاتِہٖ,"""اللہ کی پاکیزگی اور اس کی حمد بیان کرتا ہوں، اللہ کے تمام مخلوقات کی تعداد، اس کی رضا کی مقدار، اس کے عرش کے وزن اور اس کے کلمات کی مقدار کے برابر۔""","Glory is to Allah and praise is to Him, by the multitude of His creation, by His Pleasure, by the weight of His Throne, and by the extent of His Words. (Recite three times in Arabic upon rising in the morning .)","Glory is to Allah and praise is to Him, by the multitude of His creation, by His Pleasure, by the weight of His Throne, and by the extent of His Words. (Recite three times in Arabic upon rising in the morning .)",Hadith,Muslim 4/2090.,صبح و شام کی دعائیں
16,Trials,Supplication for solving Problems/Troubles,1,0,Supplication for solving Problems/Troubles,1,اَللّٰھُمَّ لَا سَھْلَ اِلَّا مَا جَعَلْتَہٗ سَھْلًا وَّاَنْتَ تَجْعَلُ الْحَزَنَ اِذَا شِئْتَ سَھْلًا,"""اے اللہ! کوئی چیز آسان نہیں ہے سوائے اس کے جو تُو نے آسان کر دی ہو، اور تُو جب چاہے غم کو آسان کر دیتا ہے۔""","O Allah, there is no ease other than what You make easy. If You please You ease sorrow.",Ibn Hibban in his Sahih  and Ibn As- Sunni  Al-Hafidh (Ibn Hajar) said that this Hadith is authentic. It was also declared authentic by 'Abdul-Qadir Al-Arna'ut in his checking of An-Nawawi's Kitabul-Athkarp. ,Hadith,"Ibn Hibban in his Sahih (no. 2427), and Ibn As- Sunni (no. 351).",مسائل و پریشانیوں کے حل کے لیے دعا
17,Trials,Supplications upon anxiety/depression,3,0,Supplications upon anxiety/depression,3,لَآ اِلٰہَ اِلَّا اللّٰہُ الْعَظِیْمُ الْحَلِیْمُ، لَآ اِلٰہَ اِلَّا اللّٰہُ رَبُّ الْعَرْشِ الْعَظِیْمِ، لَآ اِلٰہَ اِلَّا اللّٰہُ رَبُّ السَّمٰوٰتِ وَرَبُّ الْاَرْضِ وَرَبُّ الْعَرْشِ الْکَرِیْمِ,"""اللہ کے سوا کوئی معبود نہیں، وہ عظیم اور بردبار ہے، اللہ کے سوا کوئی معبود نہیں، وہ عرش عظیم کا رب ہے، اللہ کے سوا کوئی معبود نہیں، وہ آسمانوں، زمین اور عرش کریم کا رب ہے۔""","There is none worthy of worship but Allah the Mighty, the Forbearing. There is none worthy of worship but Allah, Lord of the Magnificent Throne. There is none worthy of worship but Allah, Lord of the heavens and Lord of the earth, and Lord of the Noble Throne.",Surah Al-Mu’minun ,Quran,(23:116):,فکر و پریشانی میں پڑنے پر دعائیں
17,Trials,Supplications upon anxiety/depression,3,0,Supplications upon anxiety/depression,3,َللّٰھُمَّ رَحْمَتَکَ اَرْجُوْ فَلَا تَکِلْنِیْ اِلٰی نَفْسِیْ طَرْفَۃَ عَیْنٍ وَّاَصْلِحْ لِیْ شَاْنِیْ کُلَّہٗ لَآ اِلٰہَ اِلَّآ اَنْتَ,"""اے اللہ، میں تیری رحمت کا امیدوار ہوں، پس مجھے ایک پل کے لیے بھی اپنی حالت پر نہ چھوڑ، اور میرے تمام امور کی اصلاح فرما، تیرے سوا کوئی معبود نہیں۔""","O Allah , I hope for Your mercy . Do not leave me to myself even for the blinking of an eye (i.e. a moment) . Correct all of my affairs for me . There is none worthy of worship but You.",Abu Dawud / Ahmad  Al-Albani graded it as good in Sahih Abu Dawud ,Hadith," Al-Bukhari 8/154, Muslim 4/2092",فکر و پریشانی میں پڑنے پر دعائیں
17,Trials,Supplications upon anxiety/depression,3,0,Supplications upon anxiety/depression,3,اَللّٰہُ اَللّٰہُ رَبِّیْ لَآ اُشْرِکُ بِہٖ شَیْئًا,"""اللہ، اللہ ہی میرا رب ہے، میں اس کے ساتھ کسی چیز کو شریک نہیں کرتا۔""","Allah, Allah is my Lord. I do not associate anything with Him.","Abu Dawud . See also Al-Albani, Sahih Ibn Mdjah ",Hadith, Al-Albani graded it as good in Sahih Abu Dawud 3/959.,فکر و پریشانی میں پڑنے پر دعائیں
18,Trials,Supplications to be free from debts/loans,3,0,Supplications to be free from debts/loans,3,اَللّٰھُمَّ اکْفِنِیْ بِحَلَالِکَ عَنْ حَرَامِکَ وَاَغْنِنِیْ بِفَضْلِکَ عَمَّنْ سِوَاکَ,"""اے اللہ! مجھے اپنی حلال روزی سے حرام سے بچا اور اپنی عنایت سے مجھے دوسروں سے بے نیاز کر دے۔""","O Allah, suffice me with what You have allowed instead of what You have forbidden , and make me independent of all others besides You.","At-Tirmith See also Al-Albani, Sahih At-Tirmithi ",Hadith,"At-Tirmithi 5/560. See also Al-Albani, Sahih At-Tirmithi 3/180.",قرض سے نجات کے لیے دعائیں
18,Trials,Supplications to be free from debts/loans,3,0,Supplications to be free from debts/loans,3,اَللّٰھُمَّ اِنِّیْٓ اَعُوْذُبِکَ مِنَ الْھَمِّ وَالْحَزَنِ وَالْعَجْزِ وَالْکَسَلِ وَالْجُبْنِ وَالْبُخْلِ وَضَلَعِ الدَّیْنِ وَغَلَبَۃِ الرِّجَالِ,"""اے اللہ! میں تیرے حضور غم، افسوس، بے بسی، سستی، بزدلی، کنجوسی، قرض کے بوجھ اور لوگوں کے تسلط سے پناہ مانگتا ہوں۔""","O Allah , I seek refuge in you from grief and sadness, from weakness and from laziness, from miserliness and from cowardice, from being overcome by debt and overpowered by men (i .e . others) .","Al-Bukhari  See also Al-Asqalani, Fathul-Bari ",Hadith," Al-Bukhari 7/158. See also Al-Asqalani, Fathul-Bari 11/173.",قرض سے نجات کے لیے دعائیں
18,Trials,Supplications to be free from debts/loans,3,0,Supplications to be free from debts/loans,3,َللّٰھُمَّ اِنِّیْٓ اَعُوْذُبِکَ مِنْ عَذَابِ الْقَبْرِ وَاَعُوْذُبِکَ مِنْ فِتْنَۃِ الْمَسِیْحِ الدَّجَّالِ وَاَعُوْذُبِکَ مِنْ فِتْنَۃِ الْمَحْیَا وَالْمَمَاتِ، اَللّٰھُمَّ اِنِّیْٓ اَعُوْذُبِکَ مِنَ الْمَاْثَمِ وَالْمَغْرَمِ,"""اے اللہ! میں قبر کے عذاب سے تیری پناہ چاہتا ہوں، میں مسیح دجال کے فتنے سے تیری پناہ چاہتا ہوں، میں زندگی اور موت کے فتنے سے تیری پناہ چاہتا ہوں، اے اللہ! میں گناہوں اور قرض سے تیری پناہ چاہتا ہوں۔""","O Allah, I seek refuge in You from the punishment of the grave, and I seek refuge in You from the trial of the False Messiah, and I seek refuge in You from the trials of life and death. O Allah, I seek refuge in You from sin and from debt.",Al-Bukhari  Muslim ,Hadith,"Al-Bukhari 1/202, Muslim 1/412.",قرض سے نجات کے لیے دعائیں
