id,type,heading,totalCount,numSubCategories,subHeading,numOfDuas,arabic,roman,translation,refText,refType,refChapter
18,Trials,Supplications to be free from debts/loans,3,0,Supplications to be free from debts/loans,3,اَللّٰھُمَّ اِنِّیْٓ اَعُوْذُبِکَ مِنَ الْھَمِّ وَالْحَزَنِ وَالْعَجْزِ وَالْکَسَلِ وَالْجُبْنِ وَالْبُخْلِ وَضَلَعِ الدَّیْنِ وَغَلَبَۃِ الرِّجَالِ,,"O Allah , I seek refuge in you from grief and sadness, from weakness and from laziness, from miserliness and from cowardice, from being overcome by debt and overpowered by men (i .e . others) .","Al-Bukhari  See also Al-Asqalani, Fathul-Bari ",Hadith," Al-Bukhari 7/158. See also Al-Asqalani, Fathul-Bari 11/173."
18,Trials,Supplications to be free from debts/loans,3,0,Supplications to be free from debts/loans,3,َللّٰھُمَّ اِنِّیْٓ اَعُوْذُبِکَ مِنْ عَذَابِ الْقَبْرِ وَاَعُوْذُبِکَ مِنْ فِتْنَۃِ الْمَسِیْحِ الدَّجَّالِ وَاَعُوْذُبِکَ مِنْ فِتْنَۃِ الْمَحْیَا وَالْمَمَاتِ، اَللّٰھُمَّ اِنِّیْٓ اَعُوْذُبِکَ مِنَ الْمَاْثَمِ وَالْمَغْرَمِ,,"O Allah, I seek refuge in You from the punishment of the grave, and I seek refuge in You from the trial of the False Messiah, and I seek refuge in You from the trials of life and death. O Allah, I seek refuge in You from sin and from debt.",Al-Bukhari  Muslim ,Hadith,"Al-Bukhari 1/202, Muslim 1/412."
19,Protection,Supplication to ask substitute upon difficulties,1,0,Supplication to ask substitute upon difficulties,1,ِنَّا لِلّٰہِ وَاِنَّا اِلَیْہِ رَاجِعُوْنَ اَللّٰھُمَّ اُجُرْنِیْ فِیْ مُصِیْبَتِیْ وَاَخْلِفْ لِیْ خَیْرًا مِّنْھَا,,,,,
20,Daily,Supplication when in anxiety,1,0,Supplication when in anxiety,1,َآ اِلٰہَ اِلَّا اللّٰہُ,,,,,
21,Daily,Supplication when angry,1,0,Supplication when angry,1,اَعُوْذُ بِاللّٰہِ مِنَ الشَّیْطٰنِ الرَّجِیْمِ,,(Say:) I seek refuge in Allah from Satan the outcast (then spit to your left). (Do this three times reciting in Arabic.), Muslim ,Hadith,Muslim 4/1729.
22,Daily,Supplication when see a destitute,1,0,Supplication when see a destitute,1,اَلْحَمْدُ لِلّٰہِ الَّذِیْ عَافَانِیْ مِمَّا ابْتَلَاکَ بِہٖ وَفَضَّلَنِیْ عَلٰی کَثِیْرٍ مِّمَّنْ خَلَقَ تَفْضِیْلًا,,,,,
23,Daily,Supplication to be safe from polytheism,1,0,Supplication to be safe from polytheism,1,َللّٰھُمَّ اِنِّیْٓ اَعُوْذُبِکَ اَنْ اُشْرِکَ بِکَ وَاَنَا اَعْلَمُ وَاسْتَغْفِرُکَ لِمَا لَآ اَعْلَمُ,,"O Allah, I seek refuge in You lest I associate anything with You knowingly, and I seek Your forgiveness for what I know not.","Ahmad  See also Al-Albani, Sahihul-Jami' As-Saghir  and Sahihut-Targhib wat- Tarhib ",Hadith," Ahmad 4/403. See also Al-Albani, Sahihul-Jami' As-Saghir 3/233 and Sahihut-Targhib wat- Tarhib 1/19."
24,Daily,Supplication to ward off bad omen,1,0,Supplication to ward off bad omen,1,اَللّٰھُمَّ لَا طَیْرَ اِلَّا طَیْرُکَ وَلَا خَیْرَ اِلَّا خَیْرُکَ وَلَآ اِلٰہَ غَیْرُکَ,,"O Allah there is no portent other than Your portent, no goodness other than Your goodness, and none worthy of worship other than You."," Ahmad  Ibn As-Sunni  See also Al-Albani, Silsilatul-'Ahadlth As-Sahihah  As for bodings of good, these used to please the Prophet (SAW) and so when he heard good words from someone, he used to say: """"We have taken from you a good portent from your mouth,"""" Abu Dawud, Ahmad. See also Al-Albani, Silsilatul-'Ahadith As-Sahihah  and it is with Abu Ash-Shaikh Al-Asfahani in 'Akhlaqun-Nabiyy,",Hadith,"Al-Albani, Silsilatul-'Ahadith As-Sahihah 2/363, and it is with Abu Ash-Shaikh Al-Asfahani in 'Akhlaqun-Nabiyy, pg. 270."
25,Daily,Supplication after Lunch/Dinner,2,0,Supplication after Lunch/Dinner,2,اَلْحَمْدُ لِلّٰہِ الَّذِیْٓ اَطْعَمَنِیْ ھٰذَا وَ رَزَقَنِیْہِ مِنْ غَیْرِ حَوْلٍ مِّنِّیْ وَلَا قُوَّۃٍ,,Praise is to Allah Who has given me this food and sustained me with it though I was unable to doit and powerless.,"At-Tirmithi, Abu Dawud, and Ibn Majah. See also Al-Albani, Sahih At-Tirmithi",Hadith,At-Tirmithi 3/159.
25,Daily,Supplication after Lunch/Dinner,2,0,Supplication after Lunch/Dinner,2,اَلْحَمْدُ لِلّٰہِ حَمْدًا کَثِیْرًا طَیِّبًا مُبَارَکًا فِیْہِ غَیْرَ مَکْفِیٍّ وَّلَا مُوَدَّعٍ وَّلَا مُسْتَغْنًی عَنْہُ رَبَّنَا,,"All praise is to Allah, praise in abundance, good and blessed . It cannot [be compensated for, nor can it] be left, nor can it be done without , our Lord.",Al-Bukhari-At-Tirmithi,Hadith,"Al-Bukhari 6/214, At-Tirmithi 5/507."
26,Dressing,Supplication upon wearing new dress,1,0,Supplication upon wearing new dress,1,اَللّٰھُمَّ لَکَ الْحَمْدُ اَنْتَ کَسَوْتَنِیْہِ اَسْئَلُکَ، مِنْ خَیْرِہٖ وَخَیْرِ مَا صُنِعَ لَہٗ، وَاَعُوْذُبِکَ مِنْ شَرِّہٖ وَشَرِّ مَا صُنِعَ لَہٗ,,"O Allah, praise is to You. You have clothed me. I ask You for its goodness and the goodness of what it has been made for, and I seek Your protection from the evil of it and the evil of what it has been made for.","Abu Dawud and At-Tirmithi. See also Al-Albani, Mukhtasar Shamd'i",Hadith,"At-Tirmithi, p. 47."
27,Travel,Supplication exiting home,2,0,Supplication exiting home,2,بِسْمِ اللّٰہِ تَوَکَّلْتُ عَلَی اللّٰہِ لَا حَوْلَ وَلَا قُوَّۃَ اِلَّا بِاللّٰہِ,,"In the Name of Allah, I have placed my trust in Allah, there is no might and no power except by Allah.","See also Al-Albani, Sahih At-Tirmithi ",Hadith,"Abu Dawud 4/325, At-Tirmithi 5/490. See also Al-Albani, Sahih At-Tirmithi 3/151"
27,Travel,Supplication exiting home,2,0,Supplication exiting home,2,اَللّٰھُمَّ اِنِّیْ اَعُوْذُبِکَ اَنْ اَضِلَّ، اَوْ اُضَلَّ، اَوْ اَزِلَّ، اَوْ اُزَلَّ، اَوْ اَظْلِمَ، اَوْ اُظْلَمَ، اَوْ اَجْھَلَ، اَوْ یُجْھَلَ عَلَّی,,"O Allah, I seek refuge in You lest I misguide others , or I am misguided by others , lest I cause others to err or I am caused to err , lest I abuse others or be abused, and lest I behave foolishly or meet with the foolishness of others.","Abu Dawud, Ibn Majah, An-Nasa'i, At-Tirmithi. See also Al-Albani, Sahih At-Tirmithi",Hadith,Sahih At-Tirmithi 3/152 and Sahih Ibn Majah 2/336
28,Travel,Supplication entering home,1,0,Supplication entering home,1,اَللّٰھُمَّ اِنِّیْٓ اَسْئَلُکَ خَیْرَ الْمَوْلِجِ وَخَیْرَ الْمَخْرَجِ، بِسْمِ اللّٰہِ وَلَجْنَا وَبِسْمِ اللّٰہِ خَرَجْنَا، وَعَلَی اللّٰہِ رَبِّنَا تَوَکَّلْنَا,,"In the Name of Allah we enter , in the Name of Allah we leave , and upon our Lord we depend [then say As-Salaamu 'Alaykum to those present].","Abu Dawud  Muslim says that one should mention the Name of Allah when entering the home and when beginning to eat; and that the devil, hearing this, says: """"There is no shelter for us here tonight and no food.",Hadith,Abu Dawud 4/325. Muslim {Hadith no. 2018) 
29,Travel,Supplication entering market,1,0,Supplication entering market,1,لَآ اِلٰہَ اِلَّا اللّٰہُ وَحْدَہٗ لَاشَرِیْکَ لَہٗ، لَہُ الْمُلْکُ وَلَہُ الْحَمْدُ، یُحْیٖ وَیُمِیْتُ وَھُوَ حَیٌّ لَّا یَمُوْتُ بِیَدِہِ الْخَیْرُ وَھُوَ عَلٰی کُلِّ شَیْئٍ قَدِیْرٌ,,"None has the right to be worshipped but Allah alone, Who has no partner. His is the dominion and His is the praise. He brings life and He causes death, and He is living and does not die. In His Hand is all good, and He is Able to do all things.",At-Tirmithi  and Al-Hakim  Al-Albani graded it good in Sahih Ibn Majah and Sahih At-Tirmith,Hadith,"At-Tirmithi 5/291, and Al-Hakim 1/538. Al-Albani graded it good in Sahih Ibn Majah 2/21 and Sahih At-Tirmithi 3/152."
30,Occasion,Supplication upon sight of moon,1,0,Supplication upon sight of moon,1,اَللّٰہُ اَکْبَرُ، اَللّٰھُمَّ اَھِلَّہٗ عَلَیْنَا بِالْاَمْنِ وَالْاِیْمَانِ وَالسَّلَامَۃِ وَالْاِسْلَامِ وَالتَّوْفِیْقِ لِمَا تُحِبُّ رَبَّنَا وَتَرْضٰی، رَبُّنَا وَرَبُّکَ اللّٰہُ,,"Allah is the Most Great . O Allah , bring us the new moon with security and Faith, with peace and in Islam, and in harmony with what our Lord loves and what pleases Him. Our Lord and your Lord is Allah.","At-Tirmithi  Ad-Darimi  See also Al-Albani, Sahih At-Tirmithi ",Hadith,"At-Tirmithi 5/504, Ad-Darimi 1/336. Al-Albani, Sahih At-Tirmithi 3/157."
31,Fasting,Supplications at the time of breaking fast (Iftar),2,0,Supplications at the time of breaking fast (Iftar),1,ذَھَبَ الظَّمَأُ وَابْتَلَّتِ الْعُرُوْقُ وَثَبَتَ الْاَجْرُ اِنْ شَآئَ اللّٰہُ,,"The thirst is gone, the veins are moistened and the reward is confirmed, if Allah wills.","Abu Dawud  and others. See also Al- Albani, Sahihul-Jami' As-Saghir ",Hadith,"Abu Dawud 2/306  Al- Albani, Sahihul-Jami' As-Saghir 4/209."
31,Fasting,Supplications at the time of breaking fast (Iftar),2,0,Supplications at the time of breaking fast (Iftar),1,اَللّٰھُمَّ اِنِّیْٓ اَسْئَلُکَ بِرَحْمَتِکَ الَّتِیْ وَسِعَتْ کُلَّ شِیْئٍ اَنْ تَغْفِرَلِیْ,,"O Allah, I ask You by Your mercy, which encompasses all things, that You forgive me.",Ibn Majah from a supplication of Abdullah bin 'Amr. Al-Hafidh graded it as good in his checking of An-Nawawi's Kitabul-'Athkdr. See Sharhul- Athkar ,Hadith,Ibn Majah 1/557  Sharhul- Athkar 4/342.
32,Occasion,Supplications before intercourse,1,0,Supplications before intercourse,1,بِسْمِ اللّٰہِ اَللّٰھُمَّ جَنِّبْنَا الشَّیْطَانَ وَجَنِّبِ الشَّیْطَانَ مَا رَزَقْتَنَا,,"With the Name of Allah. O Allah, keep the I Devil away from us and keep the Devil away from that which You provide for us.", Al-Bukhari and Muslim ,Hadith," Al-Bukhari 6/141, Muslim 2/1028."
33,Gratitude,Supplication upon happiness,1,0,Supplication upon happiness,1,سُبْحَانَ اللّٰہِ اَللّٰہُ اَکْبَرُ,,,,,
34,Protection,Supplication to seek refuge of Allah for children,1,0,Supplication to seek refuge of Allah for children,1,اُعِیْذُ کُمَا بِکَلِمَاتِ اللّٰہِ التَّآمَّۃِ مِنْ کُلِّ شَیْطَانٍ وَّھَآمَّۃٍ وَّمِنْ کُلِّ عَیْنِ لَّآمَّۃٍ,,"I seek protection for you in the Perfect Words of Allah from every devil and every beast , and from every envious blameworthy eye.",Al-Bukhari,Hadith,Al-Bukhari4/119.
35,Occasion,Supplication at the end of gathering,1,0,Supplication at the end of gathering,1,سُبْحَانَکَ اللّٰھُمَّ وَبِحَمْدِکَ اَشْھَدُ اَنْ لَّآ اِلٰہَ اِلَّآ اَنْتَ اَسْتَغْفِرُکَ وَاَتُوْبُ اِلَیْکَ,,"Glory is to You, O Allah, and praise is to You. I bear witness that there is none worthy of worship but You. I seek Your forgiveness and repent to You.","Abu Dawud, Ibn Majah, At-Tirmithi and An-Nasa'i. See also Al-Albani, Sahih At-Tirmithi . Aishah (RA) said: """"Allah's Messenger (SAW) did not sit in a gathering, and did not recite the Qur'an, and did not perform any prayer without concluding by saying ... (then she quoted the above)."""" This was reported by An-Nasa'i in 'Amalul-Yawm wal-Laylah  and Dr. Farooq Hamadah graded it authentic in his checking of the same book, See also Ahmad ",Hadith,"Sahih At-Tirmithi 3/ 153.  'Amalul-Yawm wal-Laylah (no.308),  Ahmad 6/77"
36,Daily,Ayat ul Kursi,1,0,Ayat ul Kursi,1,اَللّٰہُ لَاۤ اِلٰہَ اِلَّا ہُوَۚ اَلۡحَیُّ الۡقَیُّوۡمُ ۬ ۚ لَا تَاۡخُذُہٗ سِنَۃٌ وَّ لَا نَوۡمٌ ؕ لَہٗ مَا فِی السَّمٰوٰتِ وَ مَا فِی الۡاَرۡضِ ؕ مَنۡ ذَا الَّذِیۡ یَشۡفَعُ  عِنۡدَہٗۤ  اِلَّا بِاِذۡنِہٖ ؕ یَعۡلَمُ مَا بَیۡنَ اَیۡدِیۡہِمۡ وَ مَا خَلۡفَہُمۡ  ۚ وَ لَا یُحِیۡطُوۡنَ بِشَیۡءٍ مِّنۡ عِلۡمِہٖۤ اِلَّا بِمَا شَآءَ ۚ وَسِعَ کُرۡسِیُّہُ السَّمٰوٰتِ وَ الۡاَرۡضَ ۚ وَ لَا یَـُٔوۡدُہٗ حِفۡظُہُمَا ۚ وَ ہُوَ الۡعَلِیُّ  الۡعَظِیۡمُ ﴿۲۵۵﴾,,"Allah - there is no deity except Him, the Ever-Living, the Sustainer of [all] existence. Neither drowsiness overtakes Him nor sleep. To Him belongs whatever is in the heavens and whatever is on the earth. Who is it that can intercede with Him except by His permission? He knows what is [presently] before them and what will be after them, and they encompass not a thing of His knowledge except for what He wills. His Kursi extends over the heavens and the earth, and their preservation tires Him not. And He is the Most High, the Most Great.",,Quran,Surat-ul-Baqara 255
37,Protection,Supplication for Protection from Shaitan:,1,0,Supplication for Protection from Shaitan:,1,اَللّهُمَّ إِنِّي أَعُوذُ بِكَ مِنْ شَرِّ الشَّيْطَانِ وَفِتْنَتِهِ,,"O Allah, I seek refuge in You from the evil of Shaitan and his mischief.","This supplication is found in Sahih Muslim, Book 35, Hadith  It is part of the supplications that the Prophet Muhammad (ﷺ) would use to seek Allah's protection from Shaitan and his evil whispers",Hadith,"Sahih Muslim, Book 35, Hadith 6516."
38,Guidance,Supplication for Guidance,1,0,Supplication for Guidance,1,اهْدِنَا الصِّرَاطَ الْمُسْتَقِيمَ,,Guide us to the Straight Path.,"This dua is from Surah Al-Fatiha which is the opening chapter of the Qur'an. It is the first and most important supplication in the daily prayer (Salah), recited in every unit of prayer (Rak'ah).",Quran,Surah Al-Fatiha (1:6)
39,Daily,Supplication  for Forgiveness,1,0,Supplication  for Forgiveness,1,رَبَّنَا اغْفِرْ لَنَا ذُنُوبَنَا وَإِسْرَافَنَا فِي أَمْرِنَا وَثَبِّتْ أَقْدَامَنَا وَانْصُرْنَا عَلَى الْقَوْمِ الْكَافِرِينَ,,"My Lord, forgive me and have mercy on me.","This dua is found in Surah Al-Isra  The full verse, in which Allah addresses His command to worship and honor one's parents, is as follows:",Quran,Surah Al-Isra (17:23)
40,"Repentance, Daily",Supplication for Mercy,1,0,Supplication for Mercy,1,رَبِّ رَحْمَتُكَ وَفِرْ لِي,,"O my Lord, have mercy on me and forgive me.",This supplication is mentioned in Surah Al-A'raf  The verse is part of the context where Allah describes His mercy and forgiveness. The full verse is as follows:,Quran,Surah Al-A'raf (7:56)
41,Gratitude,Supplication for Success,1,0,Supplication for Success,1,رَبِّ يَسِّرْ وَلا تُعَسِّرْ,,"My Lord, make it easy and do not make it difficult.","This supplication is found in Sahih Muslim, Book 35, Hadith  (or similar references depending on the edition), where the Prophet Muhammad (ﷺ) is reported to have used this dua when seeking",Hadith,"Sahih Muslim, Book 35, Hadith 6565"
